partition,lemma,feature,unimorph_features,form,source_rows
development,ensphere,participle,V;V.PTCP;PRS,ensphering,5326
development,ensphere,third_person,V;PRS;3;SG,enspheres,5325
development,prayse,past,V;PST,praysed,12702
development,prayse,participle,V;V.PTCP;PRS,praysing,12701
development,prayse,third_person,V;PRS;3;SG,prayses,12700
development,roadshow,past,V;PST,roadshowed,208764
development,roadshow,participle,V;V.PTCP;PRS,roadshowing,208763
development,roadshow,third_person,V;PRS;3;SG,roadshows,208762
development,cary,past,V;PST,caried,155730
development,cary,participle,V;V.PTCP;PRS,carying,155729
development,cary,third_person,V;PRS;3;SG,caries,155728
development,arage,past,V;PST,araged,48058
development,arage,participle,V;V.PTCP;PRS,araging,48057
development,arage,third_person,V;PRS;3;SG,arages,48056
development,assonate,past,V;PST,assonated,193046
development,assonate,participle,V;V.PTCP;PRS,assonating,193045
development,assonate,third_person,V;PRS;3;SG,assonates,193044
development,shush,past,V;PST,shushed,138239
development,shush,participle,V;V.PTCP;PRS,shushing,138238
development,shush,third_person,V;PRS;3;SG,shushes,138237
development,ort,past,V;PST,orted,24234
development,ort,participle,V;V.PTCP;PRS,orting,24233
development,ort,third_person,V;PRS;3;SG,orts,24232
development,dismount,past,V;PST,dismounted,39069
development,dismount,participle,V;V.PTCP;PRS,dismounting,39068
development,dismount,third_person,V;PRS;3;SG,dismounts,39067
development,rumba,past,V;PST,rumbaed,133252
development,rumba,participle,V;V.PTCP;PRS,rumbaing,133251
development,rumba,third_person,V;PRS;3;SG,rumbas,133250
development,underfix,past,V;PST,underfixed,53009
development,underfix,participle,V;V.PTCP;PRS,underfixing,53008
development,underfix,third_person,V;PRS;3;SG,underfixes,53007
development,overline,past,V;PST,overlined,57651
development,overline,participle,V;V.PTCP;PRS,overlining,57650
development,overline,third_person,V;PRS;3;SG,overlines,57649
development,oblique,past,V;PST,obliqued,206270
development,oblique,participle,V;V.PTCP;PRS,obliquing,206269
development,oblique,third_person,V;PRS;3;SG,obliques,206268
development,letter,past,V;PST,lettered,57051
development,letter,participle,V;V.PTCP;PRS,lettering,57050
development,letter,third_person,V;PRS;3;SG,letters,57049
development,sclate,past,V;PST,sclated,55494
development,sclate,participle,V;V.PTCP;PRS,sclating,55493
development,sclate,third_person,V;PRS;3;SG,sclates,55492
development,divagate,past,V;PST,divagated,123789
development,divagate,participle,V;V.PTCP;PRS,divagating,123788
development,divagate,third_person,V;PRS;3;SG,divagates,123787
development,wester,past,V;PST,westered,128815
development,wester,participle,V;V.PTCP;PRS,westering,128814
development,wester,third_person,V;PRS;3;SG,westers,128813
development,flit,past,V;PST,flitted,50029
development,flit,participle,V;V.PTCP;PRS,flitting,50028
development,flit,third_person,V;PRS;3;SG,flits,50027
development,eternise,past,V;PST,eternised,43147
development,eternise,participle,V;V.PTCP;PRS,eternising,43146
development,eternise,third_person,V;PRS;3;SG,eternises,43145
development,yar,past,V;PST,yarred,147264
development,yar,participle,V;V.PTCP;PRS,yarring,147263
development,yar,third_person,V;PRS;3;SG,yars,147262
development,aim,past,V;PST,aimed,183502
development,aim,participle,V;V.PTCP;PRS,aiming,183501
development,aim,third_person,V;PRS;3;SG,aims,183500
development,norther,past,V;PST,northered,203208
development,norther,participle,V;V.PTCP;PRS,northering,203207
development,norther,third_person,V;PRS;3;SG,northers,203206
development,project,past,V;PST,projected,37562
development,project,participle,V;V.PTCP;PRS,projecting,37561
development,project,third_person,V;PRS;3;SG,projects,37560
development,badinage,past,V;PST,badinaged,156459
development,badinage,participle,V;V.PTCP;PRS,badinaging,156458
development,badinage,third_person,V;PRS;3;SG,badinages,156457
development,unapply,past,V;PST,unapplied,159297
development,unapply,participle,V;V.PTCP;PRS,unapplying,159296
development,unapply,third_person,V;PRS;3;SG,unapplies,159295
development,check,past,V;PST,checked,25067
development,check,participle,V;V.PTCP;PRS,checking,25066
development,check,third_person,V;PRS;3;SG,checks,25065
development,engrave,past,V;PST,engraved,42895
development,engrave,participle,V;V.PTCP;PRS,engraving,42894
development,engrave,third_person,V;PRS;3;SG,engraves,42893
development,cum,past,V;PST,came,67642
development,cum,participle,V;V.PTCP;PRS,cumming,67641
development,cum,third_person,V;PRS;3;SG,cums,67640
development,tinplate,past,V;PST,tinplated,208121
development,tinplate,participle,V;V.PTCP;PRS,tinplating,208120
development,tinplate,third_person,V;PRS;3;SG,tinplates,208119
development,cassate,past,V;PST,cassated,27649
development,cassate,participle,V;V.PTCP;PRS,cassating,27648
development,cassate,third_person,V;PRS;3;SG,cassates,27647
development,letch,past,V;PST,letched,146485
development,letch,participle,V;V.PTCP;PRS,letching,146484
development,letch,third_person,V;PRS;3;SG,letches,146483
development,misfall,past,V;PST,misfell,127334
development,misfall,participle,V;V.PTCP;PRS,misfalling,127333
development,misfall,third_person,V;PRS;3;SG,misfalls,127332
development,unwig,past,V;PST,unwigged,205411
development,unwig,participle,V;V.PTCP;PRS,unwigging,205410
development,unwig,third_person,V;PRS;3;SG,unwigs,205409
development,hone,past,V;PST,honed,34693
development,hone,participle,V;V.PTCP;PRS,honing,34692
development,hone,third_person,V;PRS;3;SG,hones,34691
development,coit,past,V;PST,coited,98004
development,coit,participle,V;V.PTCP;PRS,coiting,98003
development,coit,third_person,V;PRS;3;SG,coits,98002
development,implete,past,V;PST,impleted,151130
development,implete,participle,V;V.PTCP;PRS,impleting,151129
development,implete,third_person,V;PRS;3;SG,impletes,151128
development,mishit,past,V;PST,mishit,39282
development,mishit,participle,V;V.PTCP;PRS,mishitting,39281
development,mishit,third_person,V;PRS;3;SG,mishits,39280
development,reprive,past,V;PST,reprived,198459
development,reprive,participle,V;V.PTCP;PRS,repriving,198458
development,reprive,third_person,V;PRS;3;SG,reprives,198457
development,piece,past,V;PST,pieced,75865
development,piece,participle,V;V.PTCP;PRS,piecing,75864
development,piece,third_person,V;PRS;3;SG,pieces,75863
development,yeme,past,V;PST,yemed,124130
development,yeme,participle,V;V.PTCP;PRS,yeming,124129
development,yeme,third_person,V;PRS;3;SG,yemes,124128
development,lyme,past,V;PST,lymed,175931
development,lyme,participle,V;V.PTCP;PRS,lyming,175930
development,lyme,third_person,V;PRS;3;SG,lymes,175929
development,embue,past,V;PST,embued,213299
development,embue,participle,V;V.PTCP;PRS,embuing,213298
development,embue,third_person,V;PRS;3;SG,embues,213297
development,unhug,past,V;PST,unhugged,19004
development,unhug,participle,V;V.PTCP;PRS,unhugging,19003
development,unhug,third_person,V;PRS;3;SG,unhugs,19002
development,insense,past,V;PST,insensed,37332
development,insense,participle,V;V.PTCP;PRS,insensing,37331
development,insense,third_person,V;PRS;3;SG,insenses,37330
development,affamish,past,V;PST,affamished,30457
development,affamish,participle,V;V.PTCP;PRS,affamishing,30456
development,affamish,third_person,V;PRS;3;SG,affamishes,30455
development,repipe,past,V;PST,repiped,202442
development,repipe,participle,V;V.PTCP;PRS,repiping,202441
development,repipe,third_person,V;PRS;3;SG,repipes,202440
development,uncurse,past,V;PST,uncursed,112091
development,uncurse,participle,V;V.PTCP;PRS,uncursing,112090
development,uncurse,third_person,V;PRS;3;SG,uncurses,112089
development,adwesch,past,V;PST,adwesched,18940
development,adwesch,participle,V;V.PTCP;PRS,adwesching,18939
development,adwesch,third_person,V;PRS;3;SG,adwesches,18938
development,crome,past,V;PST,cromed,104717
development,crome,participle,V;V.PTCP;PRS,croming,104716
development,crome,third_person,V;PRS;3;SG,cromes,104715
development,blandish,past,V;PST,blandished,174333
development,blandish,participle,V;V.PTCP;PRS,blandishing,174332
development,blandish,third_person,V;PRS;3;SG,blandishes,174331
development,toady,past,V;PST,toadied,75891
development,toady,participle,V;V.PTCP;PRS,toadying,75890
development,toady,third_person,V;PRS;3;SG,toadies,75889
development,remeid,past,V;PST,remeided,180723
development,remeid,participle,V;V.PTCP;PRS,remeiding,180722
development,remeid,third_person,V;PRS;3;SG,remeids,180721
development,carburet,past,V;PST,carbureted,208807
development,carburet,participle,V;V.PTCP;PRS,carbureting,208806
development,carburet,third_person,V;PRS;3;SG,carburets,208805
development,vide,past,V;PST,vided,82222
development,vide,participle,V;V.PTCP;PRS,viding,82221
development,vide,third_person,V;PRS;3;SG,vides,82220
development,glent,past,V;PST,glented,179197
development,glent,participle,V;V.PTCP;PRS,glenting,179196
development,glent,third_person,V;PRS;3;SG,glents,179195
development,harnass,past,V;PST,harnassed,220823
development,harnass,participle,V;V.PTCP;PRS,harnassing,220822
development,harnass,third_person,V;PRS;3;SG,harnasses,220821
development,wigwag,past,V;PST,wigwagged,157711
development,wigwag,participle,V;V.PTCP;PRS,wigwagging,157710
development,wigwag,third_person,V;PRS;3;SG,wigwags,157709
development,slave,past,V;PST,slaved,130184
development,slave,participle,V;V.PTCP;PRS,slaving,130183
development,slave,third_person,V;PRS;3;SG,slaves,130182
development,cash,past,V;PST,cashed,110868
development,cash,participle,V;V.PTCP;PRS,cashing,110867
development,cash,third_person,V;PRS;3;SG,cashes,110866
development,handfeed,past,V;PST,handfed,133347
development,handfeed,participle,V;V.PTCP;PRS,handfeeding,133346
development,handfeed,third_person,V;PRS;3;SG,handfeeds,133345
