direct_adc,abdomen1_adc,abdomen2_adc,abdomen3_adc,abdomen4_adc
-305,61,-432,-155,-153
-316,69,-424,-137,-138
-321,74,-411,-123,-126
-322,76,-397,-116,-114
-321,74,-383,-111,-102
-319,72,-372,-106,-89
-314,70,-365,-96,-72
-306,69,-363,-80,-54
-293,70,-366,-60,-35
-280,70,-374,-41,-19
-274,67,-386,-28,-9
-281,58,-403,-24,-5
-302,45,-420,-26,-4
-330,31,-432,-31,-3
-353,20,-437,-32,3
-363,15,-434,-28,14
-361,17,-425,-18,29
-351,25,-417,-6,46
-344,36,-413,5,62
-343,44,-415,11,73
-344,49,-420,10,79
-341,52,-426,3,80
-328,54,-429,-5,77
-307,57,-428,-11,73
-284,63,-422,-12,69
-267,69,-415,-6,67
-260,74,-407,4,67
-261,78,-400,13,68
-264,80,-397,18,70
-268,80,-396,16,71
-272,79,-399,11,73
-279,77,-403,7,76
-290,75,-405,7,79
-303,73,-402,12,83
-313,73,-396,22,84
-317,75,-388,33,83
-317,78,-381,41,81
-316,79,-378,47,82
-319,77,-380,50,88
-325,72,-385,54,100
-328,66,-387,59,115
-323,63,-384,65,128
-306,67,-375,70,134
-281,76,-361,71,133
-253,88,-344,66,127
-233,100,-326,59,123
-223,109,-308,52,126
-224,114,-289,49,137
-229,118,-271,50,153
-234,123,-254,56,166
-233,128,-241,61,170
-228,130,-238,61,162
-222,127,-244,56,145
-220,117,-259,46,126
-226,100,-277,36,113
-239,80,-291,29,109
-257,64,-295,26,110
-271,54,-291,28,112
-276,52,-282,30,112
-269,57,-276,30,108
-253,65,-275,28,105
-236,73,-282,25,105
-225,79,-291,25,109
-225,81,-299,28,117
-232,82,-303,36,122
-242,82,-303,43,124
-249,82,-303,48,122
-247,82,-306,48,119
-239,80,-313,42,117
-228,75,-323,32,117
-217,67,-332,20,119
-212,58,-335,11,121
-213,50,-330,5,121
-218,47,-319,5,118
-222,49,-304,8,115
-220,54,-291,13,112
-212,60,-281,17,113
-200,65,-275,18,116
-194,67,-271,16,123
-201,70,-265,13,131
-222,74,-256,11,139
-249,81,-244,13,143
-270,89,-233,17,142
-275,94,-227,22,135
-263,94,-227,26,126
-243,88,-232,29,119
-227,79,-237,32,120
-225,72,-237,35,127
-237,70,-230,39,138
-253,73,-219,42,147
-267,79,-211,41,148
-274,82,-214,33,140
-277,80,-231,19,126
-281,72,-258,2,111
-289,60,-287,-12,102
-298,46,-311,-18,102
-304,35,-322,-14,110
-304,27,-320,-4,122
-299,23,-308,9,135
-293,21,-292,17,145
-291,22,-278,18,151
-293,23,-266,12,152
-297,26,-257,5,152
-302,31,-248,0,153
-308,38,-239,2,156
-317,45,-230,9,163
-329,51,-225,19,169
-342,51,-225,25,171
-351,44,-232,24,169
-354,32,-243,17,162
-349,21,-252,8,154
-342,14,-255,1,150
-340,16,-250,-1,150
-346,24,-240,2,153
-361,32,-232,8,157
-377,36,-232,12,158
-387,32,-242,13,156
-387,24,-257,10,154
-377,18,-267,5,155
-363,16,-267,1,158
-348,20,-256,1,162
-335,25,-241,4,163
-324,28,-231,8,159
-312,25,-230,11,150
-302,18,-238,9,139
-294,11,-248,4,131
-296,8,-252,-5,130
-309,11,-248,-12,135
-331,16,-237,-16,145
-354,20,-225,-16,156
-368,18,-217,-13,162
-365,10,-214,-11,163
-347,-2,-213,-13,158
-324,-13,-211,-19,149
-309,-18,-207,-26,141
-310,-18,-202,-30,136
-330,-13,-199,-28,136
-357,-7,-200,-19,140
-377,-2,-205,-7,147
-381,0,-213,4,152
-368,-1,-219,9,156
-349,-5,-221,7,157
-336,-9,-218,0,157
-335,-15,-211,-6,159
-347,-22,-200,-10,163
-362,-30,-187,-10,169
-372,-35,-172,-7,174
-376,-38,-157,-3,179
-376,-35,-146,-2,181
-379,-28,-140,-3,184
-389,-18,-139,-4,188
-402,-8,-142,-3,196
-411,1,-147,2,207
-410,7,-149,8,221
-398,14,-146,15,232
-378,20,-138,20,238
-357,27,-127,22,238
-339,30,-116,21,232
-327,27,-109,18,223
-321,16,-108,15,215
-322,0,-114,13,211
-327,-17,-124,12,210
-336,-29,-135,14,212
-343,-32,-144,16,213
-345,-29,-150,20,213
-337,-25,-155,22,211
-319,-25,-161,23,205
-298,-33,-171,20,196
-280,-47,-186,13,185
-272,-63,-206,4,173
-278,-77,-227,-7,164
-294,-88,-248,-16,161
-313,-94,-265,-20,165
-327,-99,-277,-19,174
-328,-102,-282,-11,185
-314,-102,-281,0,193
-292,-99,-273,11,195
-272,-95,-262,18,194
-262,-92,-251,20,191
-266,-94,-244,17,191
-279,-103,-245,11,196
-286,-117,-252,5,203
-280,-131,-263,1,210
-260,-142,-274,-1,215
-233,-147,-281,-1,217
-216,-149,-285,-1,216
-217,-152,-284,-4,213
-235,-159,-282,-9,206
-256,-171,-282,-15,197
-269,-184,-286,-20,184
-267,-194,-294,-22,170
-257,-200,-303,-21,160
-249,-200,-304,-22,156
-251,-199,-288,-28,158
-259,-199,-243,-43,165
-263,-201,-167,-67,172
-255,-203,-62,-93,178
-236,-203,60,-116,186
-215,-200,182,-129,196
-202,-194,287,-130,213
-198,-186,366,-121,234
-190,-178,418,-109,256
-162,-169,449,-96,278
-102,-157,472,-81,299
-15,-139,499,-60,326
87,-113,538,-26,364
187,-79,589,20,418
279,-41,648,72,480
364,-3,704,121,537
448,29,745,153,573
527,51,763,163,580
586,62,756,152,556
603,61,728,127,514
564,49,690,99,465
470,27,651,75,421
344,-1,617,57,380
213,-32,589,38,336
101,-64,563,12,283
7,-95,534,-24,220
-83,-125,502,-69,154
-191,-151,469,-111,96
-327,-171,446,-141,58
-484,-182,437,-151,41
-636,-184,445,-144,42
-753,-176,465,-126,53
-815,-164,487,-106,66
-816,-150,506,-91,79
-769,-137,519,-82,93
-696,-125,530,-76,109
-618,-112,543,-69,127
-553,-96,560,-61,143
-503,-77,577,-53,154
-466,-60,592,-50,157
-433,-47,601,-50,155
-398,-40,604,-52,153
-357,-36,606,-51,154
-314,-32,611,-44,159
-276,-23,620,-32,165
-249,-9,629,-18,168
-235,7,636,-7,165
-233,20,636,-2,157
-236,27,632,-3,148
-240,27,628,-8,143
-241,23,625,-13,144
-240,22,625,-15,152
-238,24,627,-14,161
-240,31,626,-10,169
-244,39,622,-5,171
-251,47,614,-4,168
-258,51,605,-7,163
-266,52,597,-15,158
-272,50,590,-26,155
-278,47,585,-36,153
-283,43,580,-44,153
-289,40,576,-47,153
-295,37,576,-45,155
-301,38,581,-40,160
-306,45,590,-32,168
-307,57,602,-23,177
-302,73,613,-14,186
-292,89,618,-6,192
-280,101,617,2,195
-270,110,610,8,195
-266,114,603,14,192
-269,119,599,17,187
-278,124,601,16,180
-290,129,609,8,171
-304,132,617,-6,162
-318,131,622,-23,154
-330,127,619,-38,147
-337,122,607,-46,142
-335,118,588,-45,137
-321,117,565,-38,129
-300,117,545,-31,119
-279,115,531,-29,109
-265,108,524,-35,102
-260,98,524,-45,103
-260,88,528,-51,111
-256,83,532,-48,122
-241,84,532,-37,130
-221,88,529,-22,131
-203,91,523,-10,123
-202,91,518,-9,111
-219,86,514,-17,97
-251,79,513,-32,86
-285,74,514,-47,79
-310,73,516,-57,76
-324,75,517,-60,74
-329,78,518,-58,73
-332,82,519,-54,73
-334,84,521,-51,75
-331,85,523,-50,79
-320,87,526,-51,84
-299,90,528,-53,87
-276,94,527,-56,85
-259,97,523,-58,79
-255,100,516,-59,71
-264,101,507,-58,63
-280,100,501,-56,59
-295,97,500,-53,61
-303,93,506,-49,68
-305,92,517,-46,77
-301,93,531,-44,85
-289,99,542,-43,90
-271,107,549,-40,92
-248,115,550,-35,93
-228,120,545,-29,93
-220,122,537,-22,93
-232,123,527,-16,92
-261,124,517,-13,89
-295,127,508,-12,84
-321,130,502,-11,78
-327,132,498,-8,75
-314,131,497,-4,75
-291,128,497,-1,78
-272,126,497,-2,81
-266,127,494,-8,80
-277,130,490,-20,72
-298,134,486,-34,60
-321,134,484,-45,46
-337,132,485,-49,36
-342,128,489,-43,33
-336,127,492,-30,37
-321,130,491,-15,44
-303,139,487,-2,50
-288,147,481,5,53
-283,153,479,4,54
-291,152,482,-2,54
-311,148,489,-10,54
-334,145,497,-16,56
-350,146,501,-19,57
-349,153,499,-18,58
-328,163,495,-13,58
-297,172,491,-5,61
-268,178,492,5,69
-253,179,498,14,79
-259,179,505,21,88
-281,178,508,24,93
-309,177,506,21,91
-331,174,499,15,84
-340,168,494,7,78
-336,161,494,1,76
-321,154,501,-1,80
-301,150,514,-1,87
-281,149,526,0,91
-265,151,530,-4,89
-255,152,524,-13,83
-254,149,509,-24,76
-261,143,490,-32,74
-273,136,474,-33,78
-284,132,465,-25,85
-290,133,462,-12,90
-287,136,460,1,89
-277,139,454,9,81
-266,138,443,11,72
-259,133,428,9,67
-261,126,417,6,70
-271,120,413,5,78
-284,119,417,4,86
-294,122,424,2,90
-296,126,427,-1,87
-290,128,422,-6,79
-280,126,410,-10,73
-274,119,397,-13,72
-275,110,390,-13,77
-285,103,390,-13,83
-296,100,396,-13,86
-298,102,404,-15,83
-284,107,410,-17,74
-258,112,413,-18,65
-232,116,416,-15,61
-223,120,420,-8,65
-238,124,429,2,75
-269,132,442,14,88
-297,143,456,24,99
-303,156,470,29,103
-282,165,481,28,99
-248,168,487,18,89
-223,164,488,4,77
-225,153,482,-10,68
-251,140,470,-20,63
-285,129,456,-24,63
-304,123,442,-22,63
-295,121,434,-17,61
-266,121,432,-14,55
-235,123,437,-13,46
-219,124,445,-15,38
-225,127,452,-17,34
-243,129,456,-18,35
-262,129,453,-19,40
-271,127,443,-22,43
-273,122,427,-27,43
-275,116,410,-33,38
-281,111,397,-37,33
-290,111,392,-37,32
-296,114,397,-32,37
-291,117,407,-26,46
-275,116,418,-21,55
-255,108,424,-21,60
-243,97,424,-24,56
-246,88,420,-30,47
-265,84,416,-35,36
-293,89,415,-37,26
-316,97,415,-36,19
-327,105,415,-33,15
-323,107,411,-29,12
-308,103,404,-26,9
-290,94,396,-26,7
-278,84,390,-31,8
-272,75,388,-40,10
-270,69,390,-51,16
-268,67,396,-61,23
-264,70,406,-63,33
-262,78,418,-56,42
-267,91,432,-41,51
-280,105,446,-25,54
-297,116,456,-12,50
-308,121,460,-10,36
-303,119,456,-17,16
-284,113,447,-29,-5
-260,107,438,-40,-19
-244,104,432,-45,-22
-246,105,431,-42,-16
-262,108,434,-33,-4
-278,108,435,-25,4
-283,107,433,-21,4
-273,104,424,-22,-4
-258,103,411,-27,-17
-253,105,397,-33,-26
-266,109,386,-36,-27
-295,113,383,-33,-19
-322,115,388,-26,-6
-330,116,399,-18,8
-308,117,411,-11,17
-264,121,420,-10,20
-216,127,420,-12,17
-185,132,412,-17,11
-184,135,398,-21,7
-212,132,386,-24,5
-254,124,382,-25,5
-292,115,390,-27,7
-311,108,408,-31,9
-305,105,430,-38,12
-279,105,449,-46,15
-245,107,460,-50,19
-218,108,462,-48,22
-209,108,456,-40,22
-221,108,446,-28,18
-247,111,434,-19,9
-274,116,422,-15,-2
-288,122,409,-19,-10
-285,127,397,-27,-13
-266,130,386,-35,-8
-245,130,380,-36,0
-233,129,380,-32,10
-232,129,386,-22,15
-235,131,396,-12,13
-232,137,409,-6,7
-218,145,422,-6,-2
-198,152,431,-10,-8
-187,158,435,-17,-10
-196,159,433,-24,-9
-222,156,426,-30,-7
-253,151,417,-35,-5
-271,145,410,-38,-3
-267,140,409,-37,1
-246,138,415,-33,7
-222,140,427,-24,16
-209,146,438,-14,23
-209,154,445,-7,24
-215,160,441,-7,19
-217,161,426,-13,9
-211,156,404,-23,0
-201,147,380,-29,-2
-194,141,363,-28,4
-192,144,357,-19,14
-192,158,362,-5,22
-186,179,375,6,24
-173,199,388,11,18
-162,210,397,12,10
-163,210,400,10,7
-185,202,399,12,14
-219,195,397,18,29
-248,196,397,25,47
-255,205,400,29,60
-234,218,402,26,61
-197,225,400,15,50
-168,221,392,0,33
-165,206,381,-14,18
-191,186,371,-24,11
-231,170,368,-28,13
-262,162,374,-27,19
-265,162,386,-24,23
-239,167,401,-22,22
-197,171,413,-22,16
-159,173,417,-23,9
-140,173,416,-26,4
-144,171,410,-32,3
-163,168,403,-37,3
-186,164,399,-43,2
-203,160,398,-46,-2
-209,159,399,-44,-6
-202,161,402,-38,-6
-183,167,405,-29,-1
-156,175,408,-21,7
-131,181,411,-17,15
-119,181,414,-19,18
-127,174,416,-27,14
-155,162,418,-35,7
-192,150,419,-40,2
-217,143,421,-38,2
-217,143,424,-29,7
-187,150,430,-19,14
-138,161,438,-10,17
-90,171,446,-7,14
-60,179,452,-7,6
-55,182,453,-11,-1
-66,181,449,-14,-4
-81,178,440,-17,1
-85,173,431,-20,12
-73,170,425,-22,24
-49,169,422,-22,36
-23,174,423,-19,43
-6,184,425,-10,45
-4,196,426,1,45
-19,207,423,10,43
-44,213,419,12,41
-72,211,417,7,41
-90,204,420,-3,43
-92,197,430,-11,47
-78,194,443,-15,50
-54,198,458,-13,53
-36,207,468,-6,54
-35,216,471,0,56
-51,222,468,6,60
-78,222,462,10,67
-100,218,456,14,76
-108,213,451,18,82
-100,211,447,18,81
-85,212,440,10,73
-79,211,432,-7,60
-89,206,423,-31,48
-116,196,418,-54,43
-149,182,420,-68,44
-175,170,428,-69,49
-184,164,442,-57,53
-173,165,456,-39,50
-150,169,466,-22,42
-127,173,471,-11,32
-114,174,470,-6,26
-119,171,466,-4,26
-137,166,462,0,32
-158,164,459,7,40
-169,164,458,13,46
-159,167,458,15,45
-130,168,456,10,38
-93,167,451,0,30
-67,162,441,-10,23
-67,157,428,-14,22
-94,153,412,-10,24
-137,154,396,1,28
-174,158,381,14,27
-190,161,368,21,21
-179,161,357,20,9
-148,157,350,10,-4
-116,152,347,-4,-12
-95,150,348,-15,-14
-91,152,353,-21,-9
-96,159,356,-22,-2
-102,164,354,-20,3
-102,164,345,-19,4
-101,158,331,-19,3
-106,147,317,-19,2
-124,139,307,-17,4
-153,138,304,-13,8
-181,146,307,-7,14
-194,160,311,-1,19
-184,173,313,2,21
-156,183,313,4,22
-119,190,315,7,23
-89,197,322,13,24
-74,206,334,22,25
-74,216,348,32,25
-87,223,358,34,22
-105,219,360,24,14
-123,202,352,3,4
-135,173,338,-25,-8
-138,142,325,-49,-19
-131,119,318,-64,-27
-115,110,317,-65,-33
-97,114,319,-58,-37
-81,125,319,-48,-40
-71,133,315,-41,-43
-67,135,308,-39,-44
-65,133,301,-39,-43
-61,129,297,-38,-39
-56,128,297,-35,-32
-51,132,298,-28,-23
-49,137,297,-20,-12
-51,140,292,-13,-3
-54,140,286,-8,3
-56,137,280,-6,3
-51,135,276,-6,-4
-40,133,273,-9,-17
-27,132,269,-16,-34
-18,130,259,-25,-49
-17,126,245,-33,-59
-27,121,230,-36,-63
-44,118,220,-32,-61
-59,119,219,-23,-56
-66,128,229,-13,-51
-61,141,244,-6,-47
-45,155,259,-2,-44
-25,164,268,-2,-41
-10,168,270,-4,-39
-1,166,264,-4,-37
4,160,255,-2,-35
11,156,248,4,-32
22,155,245,9,-30
34,156,244,15,-28
39,157,244,17,-27
33,157,240,18,-30
19,154,232,16,-36
7,149,223,13,-44
10,144,218,11,-51
33,142,222,12,-52
69,145,232,18,-47
105,151,244,25,-39
126,160,250,33,-33
129,167,246,38,-34
121,171,234,39,-43
113,171,217,35,-57
113,171,204,30,-70
122,171,198,26,-77
132,174,198,25,-76
136,179,202,26,-70
133,184,203,27,-63
124,187,201,27,-59
118,186,195,25,-58
119,181,188,23,-60
127,173,183,23,-62
137,164,182,24,-63
141,156,183,26,-63
138,151,186,27,-65
130,146,188,23,-70
124,140,189,15,-77
128,134,188,4,-86
144,128,188,-6,-94
168,122,190,-11,-96
191,119,195,-11,-91
206,119,206,-5,-80
215,123,221,6,-63
224,129,240,19,-44
246,137,258,32,-26
288,149,273,44,-10
348,163,288,56,6
418,180,303,70,25
489,200,326,89,54
559,222,358,117,95
631,248,400,152,148
714,276,446,188,205
809,305,488,217,255
909,331,516,233,286
993,350,522,231,291
1043,357,505,213,271
1048,352,472,186,234
1011,335,431,156,189
941,311,391,130,146
850,284,358,106,106
740,258,331,84,68
614,235,306,61,28
473,215,279,36,-18
325,198,247,12,-66
185,183,212,-8,-112
64,171,177,-23,-149
-33,163,150,-31,-174
-108,160,134,-34,-184
-166,164,132,-30,-179
-209,175,143,-20,-163
-234,192,164,-3,-136
-232,211,191,19,-103
-199,230,222,45,-66
-140,246,252,73,-25
-66,260,282,102,17
7,271,313,132,61
67,282,345,162,107
109,293,378,191,156
137,302,409,217,202
158,305,433,235,244
183,298,445,243,276
215,277,447,241,298
255,242,440,233,312
296,196,430,223,321
328,143,418,215,329
342,87,404,209,337
335,31,384,206,343
314,-24,355,202,346
286,-80,319,196,347
263,-136,280,186,346
250,-192,246,169,347
247,-248,221,146,348
252,-301,204,117,349
265,-350,193,85,346
285,-391,181,53,336
310,-423,165,24,320
336,-446,146,1,298
354,-460,127,-15,276
354,-467,113,-25,255
338,-469,107,-30,241
315,-465,110,-29,232
300,-455,120,-23,226
306,-438,135,-13,220
332,-415,152,-2,208
363,-385,167,7,185
384,-349,180,8,151
383,-308,187,1,107
366,-262,189,-14,57
350,-213,186,-33,8
351,-163,181,-51,-36
378,-118,173,-66,-73
419,-80,164,-77,-104
454,-51,154,-85,-130
464,-32,142,-92,-153
446,-19,131,-100,-174
412,-8,120,-110,-190
384,5,110,-121,-200
381,23,103,-129,-203
403,43,98,-134,-200
441,64,96,-136,-194
476,82,94,-136,-191
495,94,91,-140,-195
496,100,86,-150,-206
486,101,75,-166,-223
474,101,59,-181,-239
468,103,42,-192,-251
469,109,29,-193,-255
475,118,23,-185,-250
481,127,26,-171,-241
485,133,37,-158,-231
485,133,49,-149,-221
483,128,56,-146,-212
481,121,57,-144,-203
482,115,52,-139,-192
488,113,46,-128,-179
497,113,45,-112,-166
505,115,50,-94,-155
505,116,60,-80,-148
492,114,69,-71,-145
466,111,74,-67,-145
436,109,75,-65,-144
414,107,76,-62,-139
408,108,83,-55,-128
420,109,97,-46,-115
440,110,114,-35,-102
460,111,130,-25,-93
471,110,135,-17,-88
474,109,130,-11,-86
475,107,115,-6,-82
480,106,97,-1,-76
489,104,83,1,-67
498,102,73,2,-60
503,99,68,0,-58
501,95,65,-2,-61
495,91,63,-3,-66
492,89,60,-3,-69
493,88,59,-1,-66
499,90,59,0,-58
503,93,58,0,-49
499,96,56,-1,-45
489,98,52,-3,-47
479,97,47,-6,-52
477,93,44,-10,-58
488,85,46,-14,-59
510,76,52,-17,-56
531,70,62,-19,-52
539,68,72,-19,-49
525,70,80,-18,-49
493,74,86,-16,-54
456,79,89,-16,-59
431,81,91,-18,-62
429,81,94,-19,-60
449,80,98,-17,-56
479,80,100,-12,-51
502,81,100,-5,-50
508,83,96,2,-54
495,82,89,3,-61
476,80,82,0,-67
465,75,80,-6,-66
470,72,84,-10,-58
488,73,96,-10,-43
503,78,115,-4,-28
505,86,136,4,-17
490,95,157,9,-15
471,102,174,9,-20
463,104,184,4,-27
475,101,185,-2,-32
506,96,178,-8,-33
541,90,165,-11,-31
566,86,149,-11,-28
574,85,134,-9,-27
570,84,120,-7,-30
566,82,109,-6,-36
569,76,98,-5,-44
576,67,85,-3,-52
581,57,70,-1,-59
579,49,53,1,-65
569,45,34,4,-68
561,47,17,6,-65
559,53,5,8,-57
563,62,0,8,-46
564,69,4,8,-35
554,72,14,8,-30
532,70,26,8,-31
508,63,35,9,-37
494,54,38,10,-44
501,44,35,10,-46
526,37,31,10,-41
557,31,31,9,-32
583,26,37,7,-22
596,22,49,3,-17
598,16,63,-4,-17
594,11,76,-12,-22
591,6,84,-18,-26
590,5,86,-22,-28
592,7,85,-20,-27
595,11,81,-15,-26
597,16,74,-7,-28
598,19,66,1,-34
596,18,56,6,-41
590,15,47,8,-48
582,12,39,8,-52
573,10,34,7,-52
571,10,30,6,-50
577,11,26,6,-47
589,12,21,7,-44
600,9,18,10,-41
602,5,16,14,-37
591,2,20,18,-34
573,1,29,20,-33
559,4,42,19,-35
559,9,54,15,-38
575,13,62,10,-41
602,14,64,6,-41
628,10,61,4,-37
641,2,54,3,-32
637,-8,46,3,-27
619,-15,38,3,-26
594,-18,30,2,-30
574,-19,22,3,-36
563,-18,16,6,-44
567,-18,12,9,-48
581,-20,11,11,-48
600,-23,13,11,-43
614,-27,16,6,-37
613,-31,20,-2,-32
596,-36,24,-9,-29
567,-41,27,-14,-30
539,-45,30,-14,-32
524,-47,32,-12,-33
528,-47,33,-8,-30
545,-45,30,-5,-26
563,-43,24,-3,-22
568,-41,15,-2,-20
558,-40,6,-2,-19
541,-41,3,-3,-19
529,-43,8,-4,-16
533,-45,22,-8,-11
550,-48,41,-11,-3
571,-49,61,-12,3
583,-50,76,-9,7
582,-49,84,-1,7
573,-45,82,8,5
564,-40,74,15,2
564,-36,60,13,0
570,-35,45,4,-2
577,-39,31,-11,-5
579,-47,22,-23,-7
573,-55,19,-27,-8
565,-59,21,-22,-4
561,-57,26,-9,4
562,-51,27,4,14
565,-44,22,14,25
566,-40,11,18,33
562,-42,-5,18,37
559,-48,-20,15,39
561,-55,-28,12,39
571,-60,-29,8,38
587,-64,-23,0,37
602,-67,-14,-9,33
609,-71,-6,-19,28
610,-79,1,-25,22
608,-89,7,-27,19
610,-100,12,-25,18
616,-107,17,-22,21
624,-112,21,-22,24
628,-116,22,-25,26
627,-122,19,-31,26
626,-131,12,-35,24
631,-142,3,-34,24
647,-152,-5,-29,25
669,-160,-11,-22,29
689,-163,-17,-16,32
694,-162,-21,-15,33
680,-162,-24,-19,31
651,-162,-25,-25,27
619,-164,-21,-31,25
596,-166,-14,-32,28
591,-165,-4,-29,36
601,-160,7,-23,47
617,-153,16,-19,58
629,-146,23,-21,63
630,-142,28,-27,62
623,-141,34,-34,57
617,-142,43,-37,53
621,-142,55,-32,54
635,-140,69,-22,60
649,-138,83,-12,69
649,-137,93,-7,74
627,-140,97,-9,72
590,-144,95,-16,65
559,-150,89,-23,55
554,-154,82,-27,47
584,-157,77,-27,44
637,-159,74,-27,46
686,-162,74,-30,50
708,-167,76,-36,53
693,-173,76,-44,54
656,-179,75,-50,54
622,-185,70,-52,53
612,-189,62,-49,52
628,-193,51,-45,48
657,-199,37,-41,40
678,-207,22,-39,30
676,-217,9,-37,18
653,-226,-1,-35,11
623,-232,-7,-31,12
601,-234,-9,-25,21
594,-234,-8,-19,34
602,-232,-7,-15,46
613,-229,-9,-13,53
621,-226,-13,-16,54
620,-223,-19,-21,50
617,-220,-26,-27,46
618,-219,-33,-31,45
627,-220,-37,-32,49
644,-224,-40,-29,54
663,-229,-41,-25,57
673,-232,-40,-23,56
669,-232,-38,-24,51
651,-228,-37,-29,46
629,-223,-38,-37,43
615,-217,-40,-42,44
618,-212,-44,-43,49
638,-208,-49,-38,54
663,-204,-52,-27,57
681,-201,-53,-14,56
683,-196,-50,0,52
670,-190,-45,11,46
650,-183,-39,19,39
633,-175,-34,23,33
625,-166,-29,22,27
627,-157,-27,18,22
636,-147,-25,14,19
647,-137,-22,11,19
661,-124,-16,11,22
676,-109,-6,16,29
688,-90,9,23,36
693,-69,25,32,41
688,-52,39,39,40
674,-41,47,43,35
657,-38,49,42,26
646,-42,46,37,16
643,-48,42,32,8
650,-50,40,28,4
661,-46,41,28,4
672,-38,44,31,4
680,-30,45,35,2
683,-26,45,35,-3
680,-26,43,32,-10
672,-30,41,25,-16
659,-32,42,17,-19
644,-32,44,14,-17
634,-27,45,16,-12
631,-21,43,21,-7
636,-15,36,26,-4
643,-10,25,28,-4
645,-6,15,27,-7
638,-2,8,25,-11
627,2,6,23,-17
619,7,7,23,-23
622,11,11,23,-32
637,12,15,21,-42
654,11,21,16,-51
663,10,29,9,-58
655,12,39,3,-61
630,16,48,1,-60
601,20,52,2,-59
580,22,48,5,-60
577,20,33,7,-64
590,14,12,5,-71
608,7,-8,0,-76
620,3,-20,-7,-76
617,4,-20,-13,-69
601,11,-12,-18,-60
579,19,-2,-23,-53
560,23,3,-29,-52
546,21,-1,-36,-58
539,14,-10,-44,-68
533,7,-17,-49,-78
528,3,-18,-50,-83
522,4,-11,-47,-84
514,10,-2,-42,-83
506,16,5,-37,-84
500,18,6,-34,-88
497,15,2,-33,-92
501,10,-1,-30,-94
515,8,1,-23,-91
534,11,12,-13,-83
551,22,26,-3,-73
556,37,40,4,-65
544,51,50,6,-61
520,63,54,5,-61
493,70,56,2,-65
473,73,56,1,-70
463,74,53,1,-75
458,72,44,2,-80
452,66,27,-1,-84
446,57,1,-8,-89
443,44,-27,-18,-95
449,31,-52,-29,-100
463,20,-66,-35,-104
477,13,-67,-38,-108
480,11,-59,-38,-112
468,11,-49,-39,-117
447,12,-42,-43,-123
432,10,-41,-51,-130
437,6,-44,-61,-139
460,1,-48,-72,-147
486,-2,-48,-81,-152
497,-4,-44,-88,-153
484,-3,-34,-90,-148
454,-1,-20,-86,-140
426,2,-6,-77,-131
419,6,6,-66,-124
438,9,13,-56,-121
472,11,15,-54,-124
501,11,10,-60,-131
509,8,2,-74,-139
497,3,-9,-89,-147
477,-2,-16,-100,-153
466,-4,-19,-105,-154
473,-2,-16,-105,-153
490,2,-8,-105,-150
502,5,2,-109,-149
495,4,12,-115,-150
468,-1,20,-119,-153
436,-7,28,-117,-154
420,-10,36,-109,-151
431,-6,47,-96,-144
462,4,57,-84,-134
492,18,66,-76,-125
499,29,72,-71,-118
474,32,73,-65,-115
432,27,71,-55,-115
401,19,69,-41,-115
403,12,70,-27,-112
444,13,78,-18,-107
507,19,91,-17,-102
563,29,106,-24,-99
591,36,119,-33,-102
584,37,125,-40,-108
553,33,124,-43,-117
517,27,117,-41,-125
487,24,110,-39,-129
468,26,104,-37,-130
456,32,99,-37,-129
448,38,94,-39,-128
444,41,86,-43,-130
446,39,76,-47,-134
455,34,65,-52,-140
467,29,55,-58,-145
476,26,49,-63,-147
479,26,45,-67,-148
477,27,43,-71,-148
475,28,41,-74,-148
479,28,37,-78,-151
488,28,33,-82,-155
501,27,30,-85,-157
510,25,29,-87,-157
511,20,31,-86,-154
503,12,33,-83,-149
490,1,35,-79,-144
475,-9,36,-74,-142
464,-17,35,-69,-141
457,-21,31,-65,-140
455,-22,24,-63,-139
453,-24,13,-65,-138
448,-28,0,-72,-137
439,-37,-11,-80,-140
427,-47,-17,-86,-147
412,-55,-17,-88,-155
400,-59,-11,-85,-162
394,-58,-3,-78,-163
400,-54,4,-72,-157
420,-50,8,-69,-144
458,-47,10,-69,-129
509,-46,10,-69,-115
565,-45,12,-68,-105
617,-41,16,-62,-96
659,-34,25,-52,-84
693,-21,40,-38,-62
731,-1,64,-19,-27
786,28,98,8,23
867,64,143,42,83
968,104,191,80,141
1075,142,235,114,188
1168,171,264,136,214
1234,188,273,139,216
1269,191,265,126,200
1276,183,244,102,173
1261,170,218,78,142
1220,154,191,60,111
1149,138,161,47,79
1042,119,126,32,42
904,97,86,9,-4
749,70,41,-24,-59
593,39,-3,-63,-116
453,9,-38,-99,-169
333,-18,-61,-123,-212
229,-37,-71,-130,-239
138,-46,-73,-123,-250
58,-45,-71,-106,-245
-4,-36,-69,-87,-230
-39,-22,-67,-71,-209
-40,-5,-63,-61,-186
-11,10,-56,-55,-165
37,21,-45,-53,-147
91,28,-30,-53,-132
142,30,-13,-53,-118
188,29,2,-55,-103
236,26,12,-58,-89
291,20,17,-61,-79
348,13,16,-63,-75
398,4,9,-63,-79
430,-6,-1,-63,-88
438,-14,-11,-62,-99
432,-18,-18,-63,-109
426,-17,-20,-66,-114
433,-13,-17,-69,-115
453,-7,-12,-72,-114
475,-2,-7,-71,-113
485,-1,-6,-66,-114
477,-4,-8,-60,-116
460,-9,-11,-55,-117
