source_id,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,digit
274,0,0,4,12,16,10,0,0,0,0,15,12,12,11,0,0,0,0,1,0,9,7,0,0,0,0,4,7,15,13,7,0,0,6,16,16,15,10,3,0,0,1,4,12,7,0,0,0,0,0,2,16,2,0,0,0,0,0,6,12,0,0,0,0,7
284,0,0,4,13,16,16,16,10,0,0,11,15,12,13,16,5,0,0,0,0,0,12,11,0,0,0,1,0,5,15,2,0,0,0,14,13,15,15,6,0,0,0,15,16,15,9,2,0,0,0,1,16,7,0,0,0,0,0,6,14,2,0,0,0,7
300,0,0,6,16,16,9,0,0,0,0,14,9,12,11,0,0,0,0,1,0,9,6,0,0,0,0,1,6,16,10,6,0,0,0,10,16,14,11,5,0,0,0,5,15,2,0,0,0,0,0,3,13,0,0,0,0,0,0,7,8,0,0,0,0,7
301,0,0,1,11,16,16,10,0,0,0,13,14,8,12,11,0,0,0,4,0,0,13,4,0,0,0,0,0,3,15,0,0,0,0,2,15,16,16,9,0,0,0,3,13,16,8,1,0,0,0,0,7,10,0,0,0,0,0,0,13,3,0,0,0,7
309,0,0,3,11,16,16,4,0,0,0,9,12,12,16,9,0,0,0,0,0,1,16,8,0,0,0,0,9,14,16,9,0,0,0,1,16,16,14,5,0,0,0,0,6,16,4,0,0,0,0,0,11,14,0,0,0,0,0,1,15,7,0,0,0,7
318,0,0,5,16,16,16,16,11,0,0,6,9,5,5,15,8,0,0,0,0,0,9,11,1,0,0,0,3,6,16,3,0,0,0,5,16,16,16,7,0,0,0,4,8,16,4,1,0,0,0,1,13,10,0,0,0,0,0,3,16,2,0,0,0,7
338,0,0,3,11,16,15,1,0,0,1,16,14,10,16,2,0,0,5,12,0,8,12,0,0,0,0,1,1,13,9,0,0,0,0,11,16,16,13,2,0,0,0,11,14,15,12,5,0,0,0,0,15,9,0,0,0,0,0,0,15,5,0,0,0,7
343,0,0,3,13,16,11,0,0,0,0,14,12,14,16,1,0,0,0,6,0,7,15,0,0,0,0,0,0,12,11,0,0,0,0,8,13,16,14,4,0,0,5,16,16,14,12,4,0,0,0,3,16,3,0,0,0,0,0,8,13,0,0,0,0,7
351,0,0,6,15,16,3,0,0,0,3,16,12,15,8,0,0,0,0,4,0,14,6,0,0,0,0,0,2,16,6,2,0,0,0,4,14,16,16,8,0,0,0,15,16,7,0,0,0,0,0,6,16,0,0,0,0,0,0,7,9,0,0,0,0,7
365,0,0,8,16,16,1,0,0,0,1,12,10,16,5,0,0,0,0,0,3,16,6,0,0,0,0,0,6,16,2,0,0,0,4,12,14,16,12,5,0,0,12,16,16,14,12,5,0,0,0,6,13,0,0,0,0,0,0,11,8,0,0,0,0,7
369,0,0,2,13,16,13,0,0,0,0,14,15,14,16,0,0,0,0,5,0,10,15,0,0,0,0,0,0,13,13,0,0,0,0,7,14,16,16,7,0,0,0,14,16,14,10,3,0,0,0,3,15,5,0,0,0,0,0,4,15,0,0,0,0,7
375,0,0,1,9,16,16,3,0,0,0,14,11,8,16,8,0,0,0,4,0,0,15,6,0,0,0,0,0,7,16,3,0,0,0,6,12,16,16,9,0,0,1,16,14,16,5,0,0,0,0,2,8,16,0,0,0,0,0,0,12,7,0,0,0,7
394,0,0,2,12,8,7,6,2,0,0,9,16,15,16,16,5,0,0,13,11,0,10,14,0,0,0,11,3,2,15,4,0,0,0,0,0,11,9,0,0,0,0,0,8,16,4,0,0,0,0,0,15,12,0,0,0,0,0,4,16,2,0,0,0,7
404,0,0,1,8,8,9,12,7,0,0,8,16,12,13,16,5,0,0,11,6,0,8,11,0,0,0,15,3,1,15,3,0,0,0,1,0,10,9,0,0,0,0,0,3,13,1,0,0,0,0,0,13,7,0,0,0,0,0,1,11,1,0,0,0,7
9,0,0,9,14,8,1,0,0,0,0,12,14,14,12,0,0,0,0,9,10,0,15,4,0,0,0,3,16,12,14,2,0,0,0,4,16,16,2,0,0,0,3,16,8,10,13,2,0,0,1,15,1,3,16,8,0,0,0,11,16,15,11,1,0,8
19,0,0,10,7,13,9,0,0,0,0,9,10,12,15,2,0,0,0,4,11,10,11,0,0,0,0,1,16,10,1,0,0,0,0,12,13,4,0,0,0,0,0,12,1,12,0,0,0,0,1,10,2,14,0,0,0,0,0,11,14,5,0,0,0,8
29,0,0,10,11,4,0,0,0,0,0,10,15,13,13,1,0,0,0,8,11,0,14,4,0,0,0,0,13,15,13,0,0,0,1,11,16,16,0,0,0,0,1,15,3,9,10,0,0,0,0,14,6,15,10,0,0,0,0,8,14,7,1,0,0,8
39,0,0,7,7,13,16,4,0,0,0,13,13,6,12,7,0,0,0,10,4,10,11,1,0,0,0,8,16,10,0,0,0,0,3,14,16,0,0,0,0,0,8,8,11,5,0,0,0,0,4,10,9,8,0,0,0,0,1,11,16,6,0,0,0,8
41,0,0,11,10,12,4,0,0,0,0,12,13,9,16,1,0,0,0,7,13,11,16,0,0,0,0,1,16,14,4,0,0,0,0,10,16,13,0,0,0,0,0,14,7,12,7,0,0,0,4,14,4,12,13,0,0,0,1,11,14,12,4,0,0,8
54,0,0,4,8,16,5,0,0,0,0,9,16,8,11,0,0,0,0,5,10,0,13,2,0,0,0,0,13,4,15,2,0,0,0,0,9,16,8,0,0,0,0,8,15,14,5,0,0,0,0,16,5,14,4,0,0,0,0,6,16,12,1,0,0,8
77,0,3,5,14,13,6,0,0,0,9,16,12,10,12,0,0,0,6,16,3,12,11,0,0,0,1,13,10,16,6,0,0,0,0,10,16,10,0,0,0,0,1,15,16,10,0,0,0,0,0,16,12,16,0,0,0,0,0,3,15,16,5,0,0,8
97,0,1,9,16,15,10,0,0,0,6,16,8,7,16,3,0,0,0,11,14,16,11,1,0,0,1,13,16,6,0,0,0,0,8,15,16,3,0,0,0,0,5,14,10,11,0,0,0,0,0,15,7,16,3,0,0,0,0,11,16,8,0,0,0,8
115,0,0,4,9,13,5,0,0,0,1,16,16,12,11,0,0,0,0,11,8,5,16,0,0,0,0,7,10,13,10,0,0,0,0,4,16,13,0,0,0,0,0,13,15,12,0,0,0,0,0,11,9,14,5,0,0,0,0,0,10,16,8,0,0,8
123,0,0,3,6,14,5,0,0,0,0,7,15,15,13,0,0,0,0,3,14,13,12,0,0,0,0,0,16,13,1,0,0,0,0,2,16,8,0,0,0,0,0,10,9,14,0,0,0,0,0,12,4,15,2,0,0,0,0,4,15,14,0,0,0,8
124,0,0,5,14,15,4,0,0,0,0,8,16,16,14,0,0,0,0,5,16,16,9,0,0,0,0,0,15,16,1,0,0,0,0,1,16,13,0,0,0,0,0,11,15,14,5,0,0,0,0,12,12,8,15,1,0,0,0,5,16,16,16,2,0,8
128,0,0,5,4,9,10,0,0,0,0,10,8,11,16,2,0,0,0,8,12,14,14,1,0,0,0,5,15,7,0,0,0,0,0,14,12,0,0,0,0,0,1,14,13,3,0,0,0,0,0,12,13,5,0,0,0,0,0,7,16,5,0,0,0,8
130,0,0,7,13,15,5,0,0,0,0,8,16,16,12,0,0,0,0,7,16,15,3,0,0,0,0,6,16,5,0,0,0,0,0,5,16,2,0,0,0,0,0,8,16,6,0,0,0,0,0,12,12,13,0,0,0,0,0,5,13,10,0,0,0,8
139,0,0,5,12,13,2,0,0,0,3,16,14,16,13,1,0,0,4,16,9,16,12,1,0,0,1,9,16,15,1,0,0,0,1,13,16,16,5,0,0,0,3,16,5,12,16,0,0,0,3,15,7,14,12,0,0,0,0,6,16,13,3,0,0,8
149,0,0,3,13,13,3,0,0,0,2,14,12,12,11,0,0,0,4,16,8,5,15,3,0,0,1,13,14,16,7,0,0,0,0,11,16,13,1,0,0,0,1,16,12,13,14,1,0,0,0,13,13,9,16,7,0,0,0,3,13,16,10,1,0,8
159,0,0,2,13,13,1,0,0,0,0,8,16,14,4,0,0,0,0,5,16,10,8,4,0,0,0,1,16,16,10,2,0,0,2,15,13,12,0,0,0,0,5,12,3,15,1,0,0,0,0,14,3,13,4,0,0,0,0,3,15,13,1,0,0,8
169,0,0,6,15,13,3,0,0,0,0,13,14,15,12,0,0,0,0,14,11,13,15,5,0,0,0,9,16,15,8,0,0,0,2,16,16,16,2,0,0,0,8,16,2,14,10,0,0,0,5,16,9,14,11,0,0,0,0,8,14,13,2,0,0,8
171,0,0,2,13,4,0,0,0,0,0,8,14,11,0,0,0,0,0,10,6,14,5,2,0,0,0,2,14,12,14,0,0,0,0,1,15,13,2,0,0,0,0,11,13,14,1,0,0,0,0,13,8,10,4,0,0,0,0,2,11,16,7,0,0,8
184,0,0,5,15,13,3,0,0,0,0,12,15,12,14,0,0,0,0,12,12,14,14,0,0,0,0,3,16,14,3,0,0,0,0,9,14,15,3,0,0,0,1,15,5,8,12,1,0,0,0,16,4,4,16,4,0,0,0,5,16,16,12,2,0,8
207,0,0,10,13,0,0,0,0,0,0,14,15,11,0,0,0,0,0,12,9,16,8,2,0,0,0,5,14,16,11,1,0,0,0,3,16,10,0,0,0,0,0,12,11,16,0,0,0,0,1,16,7,16,5,0,0,0,0,11,16,13,1,0,0,8
225,0,0,0,10,12,3,0,0,0,0,8,16,15,14,0,0,0,0,5,16,10,16,1,0,0,0,5,16,16,10,1,0,0,1,16,12,16,8,0,0,0,1,16,3,4,16,4,0,0,0,12,11,4,16,9,0,0,0,2,10,14,13,4,0,8
243,0,0,2,12,12,0,0,0,0,0,7,16,15,9,1,0,0,0,6,14,13,15,3,0,0,0,1,16,16,4,0,0,0,0,7,16,14,0,0,0,0,1,15,9,16,5,0,0,0,2,13,13,16,10,0,0,0,0,1,11,12,5,0,0,8
249,0,0,3,14,13,1,0,0,0,0,9,16,16,9,0,0,0,0,8,16,11,15,1,0,0,0,2,14,16,15,2,0,0,0,6,16,16,6,0,0,0,0,15,11,10,12,0,0,0,1,16,11,11,15,0,0,0,0,5,13,15,7,0,0,8
250,0,0,2,16,10,1,0,0,0,0,7,16,16,12,0,0,0,0,3,16,16,15,0,0,0,0,2,16,14,0,0,0,0,0,8,15,16,6,0,0,0,0,13,8,9,13,0,0,0,0,12,10,7,16,0,0,0,0,3,13,15,10,0,0,8
254,0,0,0,12,15,6,0,0,0,0,5,16,13,15,0,0,0,0,2,16,16,12,1,0,0,0,0,11,16,14,1,0,0,0,7,16,15,10,0,0,0,1,16,8,2,14,5,0,0,0,12,10,4,12,7,0,0,0,2,11,16,13,3,0,8
256,0,0,5,14,15,2,0,0,0,0,13,14,9,10,0,0,0,0,15,8,2,15,3,0,0,0,11,12,9,14,2,0,0,0,7,16,14,2,0,0,0,0,13,14,16,4,0,0,0,3,15,8,14,10,0,0,0,0,6,16,16,8,0,0,8
265,0,0,1,10,13,13,1,0,0,1,13,10,4,14,4,0,0,8,13,0,7,12,0,0,0,2,12,14,15,2,0,0,0,0,5,15,15,2,0,0,0,0,8,7,3,13,3,0,0,0,8,8,0,13,4,0,0,0,1,11,16,16,2,0,8
275,0,0,2,12,16,10,0,0,0,0,12,7,1,13,4,0,0,3,16,0,8,12,0,0,0,4,16,11,14,1,0,0,0,0,7,16,6,0,0,0,0,0,6,12,15,2,0,0,0,0,8,7,13,4,0,0,0,0,3,13,16,3,0,0,8
285,0,0,2,11,16,12,2,0,0,0,11,7,4,7,8,0,0,5,14,4,0,8,4,0,0,2,15,9,6,11,0,0,0,0,3,16,11,0,0,0,0,0,9,13,11,0,0,0,0,0,12,10,16,1,0,0,0,0,2,12,16,3,0,0,8
295,0,0,4,15,14,10,1,0,0,0,7,9,0,9,8,0,0,0,11,9,2,13,7,0,0,0,4,15,14,4,0,0,0,0,6,15,15,1,0,0,0,4,14,1,13,7,0,0,0,7,13,1,5,13,0,0,0,0,7,14,16,16,1,0,8
297,0,0,5,12,15,10,1,0,0,2,14,7,4,9,7,0,0,7,15,7,0,9,8,0,0,1,5,15,11,13,3,0,0,0,3,15,16,5,0,0,0,0,15,9,12,7,0,0,0,0,15,5,8,12,0,0,0,0,4,14,16,11,0,0,8
310,0,0,4,13,16,14,2,0,0,2,15,5,4,14,4,0,0,8,15,6,1,15,1,0,0,4,16,16,13,10,0,0,0,0,1,9,16,10,0,0,0,0,4,14,3,14,6,0,0,0,9,10,3,13,8,0,0,0,3,15,16,11,1,0,8
333,0,0,4,13,15,9,0,0,0,4,14,6,5,16,0,0,0,7,12,2,2,16,0,0,0,4,16,15,14,7,0,0,0,0,9,16,16,5,0,0,0,0,10,6,8,15,2,0,0,0,11,9,4,13,11,0,0,0,2,14,16,15,6,0,8
353,0,0,3,10,12,12,2,0,0,1,13,12,6,13,8,0,0,8,16,8,8,14,1,0,0,5,14,16,16,3,0,0,0,0,12,16,15,2,0,0,0,3,16,2,15,10,0,0,0,4,16,8,12,12,0,0,0,0,9,16,15,3,0,0,8
371,0,0,7,13,16,11,0,0,0,3,16,5,4,14,2,0,0,8,11,1,4,15,2,0,0,3,12,14,16,8,0,0,0,0,8,16,15,1,0,0,0,1,15,5,11,12,0,0,0,3,16,5,7,16,1,0,0,0,5,14,16,15,2,0,8
379,0,0,4,11,14,4,0,0,0,5,13,4,9,7,0,0,0,7,10,10,13,2,0,0,0,1,9,16,15,2,0,0,0,0,8,7,9,12,0,0,0,0,12,0,1,14,5,0,0,0,11,6,0,7,8,0,0,0,2,15,16,15,4,0,8
380,0,0,3,12,15,14,3,0,0,1,16,5,0,8,12,0,0,6,16,11,2,13,7,0,0,2,9,15,16,4,0,0,0,0,3,14,16,7,0,0,0,0,9,5,6,15,0,0,0,0,11,10,7,16,2,0,0,0,3,12,16,13,0,0,8
384,0,0,1,13,16,14,4,0,0,2,11,8,4,11,7,0,0,6,16,3,3,13,2,0,0,0,9,14,14,4,0,0,0,0,7,16,10,0,0,0,0,0,12,10,16,1,0,0,0,0,11,10,15,4,0,0,0,0,1,14,15,1,0,0,8
395,0,0,1,6,8,9,3,0,0,0,13,15,12,11,7,0,0,0,13,11,0,9,7,0,0,0,5,15,15,15,0,0,0,0,1,14,16,16,0,0,0,0,11,9,0,16,1,0,0,0,9,10,10,13,0,0,0,0,3,11,9,2,0,0,8
405,0,0,5,11,8,7,0,0,0,3,16,11,9,16,4,0,0,0,14,3,7,15,0,0,0,0,5,15,15,3,0,0,0,0,10,15,14,1,0,0,0,4,13,0,9,7,0,0,0,3,11,5,13,7,0,0,0,0,6,10,6,0,0,0,8
10,0,0,11,12,0,0,0,0,0,2,16,16,16,13,0,0,0,3,16,12,10,14,0,0,0,1,16,1,12,15,0,0,0,0,13,16,9,15,2,0,0,0,0,3,0,9,11,0,0,0,0,0,9,15,4,0,0,0,9,12,13,3,0,0,9
20,0,0,6,14,4,0,0,0,0,0,11,16,10,0,0,0,0,0,8,14,16,2,0,0,0,0,1,12,12,11,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,5,11,0,0,0,1,4,4,7,16,2,0,0,7,16,16,13,11,1,9
30,0,0,9,13,7,0,0,0,0,0,12,16,16,2,0,0,0,0,12,13,16,6,0,0,0,0,6,16,16,14,0,0,0,0,0,0,2,16,3,0,0,0,0,0,0,9,10,0,0,0,3,7,12,14,16,2,0,0,7,12,12,12,11,0,9
32,0,0,2,13,8,0,0,0,0,0,6,16,16,6,0,0,0,0,5,15,13,11,0,0,0,0,0,7,16,15,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,7,11,0,0,0,0,3,4,4,16,2,0,0,2,15,13,14,13,2,9
38,0,0,13,10,1,0,0,0,0,5,16,14,7,0,0,0,0,4,16,8,14,0,0,0,0,2,14,16,16,6,0,0,0,0,1,4,9,13,1,0,0,0,0,0,0,13,6,0,0,0,5,8,5,9,14,0,0,0,13,13,15,16,13,0,9
40,0,1,9,16,13,7,0,0,0,7,14,4,10,12,0,0,0,6,15,9,16,11,0,0,0,0,9,11,7,14,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,11,6,0,0,3,13,8,5,14,5,0,0,0,9,14,13,10,1,0,9
70,0,0,6,12,13,6,0,0,0,6,16,9,12,16,2,0,0,7,16,9,15,13,0,0,0,0,11,15,16,4,0,0,0,0,0,12,10,0,0,0,0,0,3,16,4,0,0,0,0,0,1,16,2,0,0,0,0,0,6,11,0,0,0,0,9
74,0,1,12,13,4,0,0,0,0,4,16,16,16,3,0,0,0,4,16,16,16,10,0,0,0,0,6,16,14,16,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,13,7,0,0,1,2,3,7,14,10,0,0,2,12,16,14,12,3,0,9
93,0,0,9,13,14,5,0,0,0,4,16,10,13,16,0,0,0,0,13,15,14,16,1,0,0,0,0,3,7,16,3,0,0,0,0,0,4,16,0,0,0,0,0,0,1,16,3,0,0,1,15,5,8,16,2,0,0,0,7,15,16,9,0,0,9
106,0,0,9,15,5,0,0,0,0,0,13,14,13,7,0,0,0,0,6,14,10,13,1,0,0,0,0,9,12,15,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,14,0,0,0,3,8,9,15,15,0,0,0,5,12,12,9,1,0,9
120,0,0,0,12,14,1,0,0,0,0,9,16,10,5,0,0,0,0,8,13,5,14,0,0,0,0,2,14,16,16,4,0,0,0,0,0,4,10,10,0,0,0,0,0,0,4,16,0,0,0,2,6,4,9,16,0,0,0,1,11,16,15,7,0,9
126,0,0,12,16,7,0,0,0,0,2,16,5,12,3,0,0,0,0,14,6,3,16,2,0,0,0,2,14,16,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,8,0,0,0,0,8,2,13,7,0,0,0,0,11,16,16,3,0,0,9
129,0,0,1,11,15,8,0,0,0,0,12,14,10,16,5,0,0,0,16,7,13,16,4,0,0,0,9,15,13,16,4,0,0,0,0,0,1,15,4,0,0,0,0,0,0,16,4,0,0,8,16,14,9,16,4,0,0,0,2,10,15,15,2,0,9
140,0,0,5,15,5,0,0,0,0,0,12,11,13,8,0,0,0,0,11,9,10,16,0,0,0,0,3,15,16,16,1,0,0,0,0,0,0,14,6,0,0,0,0,0,0,13,8,0,0,0,6,3,0,14,6,0,0,0,2,13,16,15,3,0,9
150,0,0,6,13,10,4,0,0,0,4,16,15,13,13,0,0,0,4,16,14,16,16,1,0,0,2,10,16,16,16,5,0,0,0,0,0,3,16,5,0,0,0,0,0,0,16,8,0,0,0,0,2,8,16,8,0,0,0,7,16,14,9,1,0,9
160,0,0,5,13,4,0,0,0,0,0,15,14,14,5,0,0,0,0,12,7,8,16,1,0,0,0,4,13,16,16,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,14,6,0,0,0,2,7,8,16,4,0,0,0,6,12,13,10,0,0,9
162,0,0,2,13,6,0,0,0,0,0,4,16,15,5,0,0,0,0,1,15,12,15,0,0,0,0,0,10,16,16,1,0,0,0,0,0,2,16,2,0,0,0,0,0,0,15,5,0,0,0,4,4,6,16,3,0,0,0,2,14,16,10,0,0,9
168,0,0,2,13,8,6,0,0,0,0,7,14,14,16,0,0,0,0,7,9,3,16,4,0,0,0,5,14,15,16,4,0,0,0,0,3,2,13,5,0,0,0,3,0,0,12,6,0,0,1,12,6,0,11,7,0,0,0,3,12,16,16,1,0,9
170,0,0,6,15,6,0,0,0,0,0,14,11,13,4,0,0,0,0,11,7,7,13,0,0,0,0,5,16,16,16,1,0,0,0,0,0,0,14,7,0,0,0,0,0,0,10,13,0,0,0,2,11,0,11,12,0,0,0,5,16,14,9,4,0,9
200,0,0,6,15,5,0,0,0,0,1,15,15,15,3,0,0,0,2,16,6,11,14,0,0,0,0,15,14,15,16,1,0,0,0,3,8,10,16,5,0,0,0,0,0,3,16,8,0,0,0,0,4,10,16,8,0,0,0,7,12,13,12,1,0,9
204,0,0,10,15,7,0,0,0,0,4,16,13,11,11,0,0,0,10,16,12,15,16,4,0,0,3,12,12,14,16,4,0,0,0,0,0,10,16,4,0,0,0,0,0,9,16,4,0,0,0,4,4,15,15,0,0,0,1,12,15,12,3,0,0,9
221,0,0,11,16,8,0,0,0,0,6,16,11,13,9,0,0,0,7,16,0,9,16,0,0,0,2,15,12,16,16,3,0,0,0,5,7,7,16,4,0,0,0,0,0,5,16,5,0,0,0,3,7,16,11,0,0,0,0,13,16,11,1,0,0,9
234,0,0,5,15,7,0,0,0,0,0,14,16,16,5,0,0,0,0,13,14,14,15,0,0,0,0,3,11,14,16,3,0,0,0,0,0,6,16,2,0,0,0,0,0,4,16,7,0,0,0,0,1,11,16,6,0,0,0,4,15,16,10,0,0,9
252,0,0,7,16,11,1,0,0,0,1,15,12,12,12,0,0,0,2,16,2,6,16,2,0,0,1,16,6,6,16,6,0,0,0,7,16,15,16,9,0,0,0,0,0,0,12,11,0,0,0,3,3,6,16,5,0,0,0,8,16,14,6,0,0,9
255,0,0,3,12,5,0,0,0,0,1,15,14,16,6,0,0,0,6,16,0,6,16,6,0,0,5,16,11,14,16,4,0,0,0,8,10,12,16,0,0,0,0,1,1,7,15,1,0,0,0,8,10,10,16,2,0,0,0,2,13,14,7,0,0,9
266,0,0,6,12,13,5,0,0,0,2,16,9,8,15,2,0,0,8,12,0,3,15,8,0,0,4,15,12,16,13,1,0,0,0,2,2,16,6,0,0,0,0,0,1,16,1,0,0,0,0,0,5,16,0,0,0,0,0,3,16,14,0,0,0,9
276,0,0,4,14,16,15,1,0,0,5,16,8,4,16,7,0,0,8,13,0,4,16,12,0,0,7,16,15,16,13,3,0,0,0,6,12,16,4,0,0,0,0,0,11,12,0,0,0,0,0,0,16,7,0,0,0,0,0,3,16,2,0,0,0,9
286,0,0,9,16,12,2,0,0,0,0,16,3,5,10,0,0,0,0,13,4,14,16,4,0,0,0,4,16,16,16,7,0,0,0,0,3,4,10,4,0,0,0,0,0,0,8,6,0,0,0,12,1,1,13,3,0,0,0,8,15,16,9,0,0,9
288,0,0,3,11,13,5,0,0,0,0,10,12,5,16,0,0,0,0,7,10,6,15,4,0,0,0,2,13,16,14,6,0,0,0,0,0,0,7,9,0,0,0,0,0,0,4,11,0,0,0,9,7,0,8,11,0,0,0,3,9,16,16,6,0,9
294,0,0,7,13,16,7,0,0,0,2,16,6,5,12,1,0,0,4,12,0,1,16,4,0,0,1,12,12,13,16,3,0,0,0,0,4,8,13,0,0,0,0,0,0,4,13,0,0,0,0,8,3,10,10,0,0,0,0,6,15,15,3,0,0,9
296,0,0,4,12,16,12,0,0,0,5,16,8,4,12,2,0,0,12,6,0,0,13,4,0,0,6,16,13,16,16,7,0,0,0,3,4,1,8,8,0,0,0,0,0,0,4,12,0,0,0,8,9,2,9,9,0,0,0,2,13,16,15,3,0,9
326,0,0,0,9,15,16,9,0,0,0,10,13,4,12,7,0,0,5,14,1,2,15,3,0,0,4,14,12,16,15,0,0,0,0,1,1,13,7,0,0,0,0,0,4,15,1,0,0,0,0,0,11,8,0,0,0,0,0,0,12,4,0,0,0,9
330,0,0,3,14,16,8,0,0,0,3,15,8,4,15,1,0,0,8,10,0,3,16,8,0,0,3,15,13,16,14,1,0,0,0,2,5,16,4,0,0,0,0,0,8,11,0,0,0,0,0,0,15,2,0,0,0,0,0,2,13,0,0,0,0,9
349,0,0,2,10,16,13,0,0,0,3,16,8,2,16,1,0,0,8,13,0,2,16,6,0,0,6,16,12,16,16,7,0,0,0,2,4,8,12,1,0,0,0,0,1,15,3,0,0,0,0,0,9,10,0,0,0,0,0,1,16,3,0,0,0,9
362,0,0,3,11,15,13,2,0,0,2,15,11,8,14,7,0,0,8,14,0,2,13,2,0,0,3,13,16,16,15,1,0,0,0,0,0,14,5,0,0,0,0,0,7,14,0,0,0,0,0,1,15,4,0,0,0,0,0,2,16,1,0,0,0,9
376,0,0,0,5,13,16,8,0,0,0,8,15,6,7,14,0,0,2,16,1,1,11,10,0,0,4,16,15,16,16,6,0,0,0,4,4,5,15,1,0,0,0,0,0,9,8,0,0,0,0,0,2,15,1,0,0,0,0,0,6,10,0,0,0,9
382,0,0,0,2,9,16,10,0,0,0,7,15,8,7,12,0,0,1,15,3,0,11,12,0,0,8,14,9,13,16,8,0,0,1,7,7,3,13,4,0,0,0,0,0,5,13,0,0,0,0,0,0,10,9,0,0,0,0,0,0,14,4,0,0,9
385,0,0,0,9,15,12,1,0,0,1,11,12,5,15,4,0,0,6,14,0,0,13,7,0,0,5,16,12,12,16,4,0,0,0,3,8,14,8,0,0,0,0,0,2,15,1,0,0,0,0,0,9,10,0,0,0,0,0,0,10,9,0,0,0,9
396,0,0,7,14,13,8,0,0,0,1,15,13,14,14,0,0,0,0,13,13,13,16,3,0,0,0,4,14,13,16,4,0,0,0,0,0,0,12,4,0,0,0,0,0,0,14,4,0,0,7,16,9,10,15,2,0,0,1,8,13,15,8,0,0,9
406,0,0,5,16,11,0,0,0,0,0,12,13,13,11,0,0,0,0,13,8,6,16,0,0,0,0,7,14,16,16,4,0,0,0,0,7,8,14,7,0,0,0,4,0,0,8,12,0,0,1,15,11,8,13,11,0,0,0,5,11,12,14,3,0,9
